,QUEST_ID,cluster_k_8,cluster_k_21,cluster_k_8_name,cluster_k_21_name,CITY,QUEST,DESCRIPTION_SHORT,SMART_CATEGORIES,SORT_DEFAULT
127,22133,0,20,Мистика,Виртуальная реальность Хоррор,Одинцово,Phasmophobia,Готовы решить все загадки паранормальных домов и встретиться с призраками лицом к лицу?,"[
  ""Виртуальная реальность"",
  ""Мистика"",
  ""Хоррор""
]",-884800.0
128,8427,5,19,Прочее,Приключения Головоломки,Чебоксары,Код да Винчи,"Проживи 60 минут в 16-м веке, разгадай все тайны Леонардо да Винчи и отыщи святой Грааль!","[
  ""Алхимия"",
  ""Головоломки"",
  ""Детектив или шпионаж"",
  ""Исторические"",
  ""Леонардо да Винчи"",
  ""Приключения"",
  ""Расследования""
]",52363.0
129,17886,1,20,Научная Фантастика,Виртуальная реальность Хоррор,Ярославль,Serious Sam: the Last Hope,Ваша главная задача – освободить народы каждой захваченной планеты!,"[
  ""Виртуальная реальность"",
  ""Научная фантастика"",
  ""Хоррор""
]",-884800.0
130,21128,2,3,Хоррор,Хоррор (чистый),Оренбург,Сумасшедший парикмахер,О местном цирюльнике уже давно ходят странные слухи,"[
  ""Хоррор""
]",49738.0
131,18746,2,17,Хоррор,Хоррор Триллер Выживание,Ростов-на-Дону,Крик и точка,Только не забудьте ответить на главный вопрос: «Какой ваш любимый ужастик?»,"[
  ""Выживание"",
  ""Игры по фильмам"",
  ""Кошмары"",
  ""Криминал"",
  ""Маньяки"",
  ""Хоррор""
]",55173.0
132,11519,5,13,Прочее,Нет выраженной тематики,Новосибирск,Прятки в лабиринте. Зомби,"Все жертвы, найденные охотниками, становятся зомби и продолжают искать новых жертв уже в стане врага","[
  ""Зомби"",
  ""Прятки"",
  ""Состязания""
]",52954.0
133,2622,0,14,Мистика,Фентези (чистое),Красноярск,Дракула,"В средневековом замке Влада Дракулы тебя ждут темницы, потайные двери, рыцарские доспехи и саркофаги","[
  ""Мистика"",
  ""Романтика"",
  ""Фэнтези""
]",53539.0
134,20477,2,17,Хоррор,Хоррор Триллер Выживание,Челябинск,Крик,Ужас и страх окутали город. Маньяк Крик вернулся,"[
  ""Выживание"",
  ""Игры по фильмам"",
  ""Маньяки"",
  ""Триллер"",
  ""Хоррор""
]",54224.0
135,20348,7,14,Виртуальная реальность,Фентези (чистое),Москва,Elven Assassin,"Здесь вам предстоит выступить в роли эльфийского ассасина и при помощи лука заняться уничтожением орд коварных орков, атакующих ваш город","[
  ""Виртуальная реальность"",
  ""Фэнтези""
]",-884800.0
136,18867,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Южно-Сахалинск,Serious Sam: the Last Hope,Вам предстоит противостоять огромной армии монстров! Лишь бы патронов хватило...,"[
  ""Виртуальная реальность"",
  ""Хоррор""
]",-884800.0
137,17572,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Москва,Arizona Sunshine,"Надежда возвращается, когда вы слышите человеческий голос в радиотрансляции","[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Постапокалиптический мир"",
  ""Хоррор""
]",53710.0
138,21586,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Омск,Кубики,"Вот он – прекрасный свободный мир, созданный из кубиков. Неужели кто-то решится покуситься на эту идиллию?","[
  ""Виртуальная реальность""
]",-884800.0
139,18720,0,20,Мистика,Виртуальная реальность Хоррор,Кемерово,Don't Knock Twice,"Чтобы спасти свою покинутую дочь, терзаемая чувством вины мать должна раскрыть чудовищную правду городской легенды о мстительной демонической ведьме","[
  ""Виртуальная реальность"",
  ""Мистика"",
  ""Хоррор""
]",-84800.0
140,21043,7,14,Виртуальная реальность,Фентези (чистое),Воронеж,Blade and Sorcery,"Cредневековая фэнтезийная песочница, где игроки могут использовать рукопашный бой, дальний бой и магию","[
  ""Виртуальная реальность"",
  ""Фэнтези""
]",51969.0
141,16699,2,17,Хоррор,Хоррор Триллер Выживание,Санкт-Петербург,Дом восковых фигур,"Около дороги стоит старый музей. Всякий, кто заходит туда – не возвращается. Вы едете домой с концерта, но внезапно руль у автомобиля перестает слушаться, и машина мчится на полной скорости прямо к музею восковых фигур...","[
  ""Игры по фильмам"",
  ""Кошмары"",
  ""Маньяки"",
  ""Музеи"",
  ""Приключения"",
  ""Хоррор""
]",58522.0
142,18386,3,8,Игры по фильмам,Игры по фильмам (чистые),Кемерово,Игра в кальмара,"Казалось бы, простые детские игры: тише едешь – дальше будешь, чет-нечет, перетягивание каната, сахарные соты... Но это совсем не так!","[
  ""Игры по фильмам""
]",-884800.0
143,16148,6,5,Исторические,Исторические,Новочебоксарск,Марш-бросок,"Ребята попадают в прошлое, где они теперь станут не просто командой, а настоящим диверсионным отрядом","[
  ""Исторические""
]",-884800.0
144,21126,7,9,Виртуальная реальность,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Красноярск,Safe Night,2041 год. Мир уже несколько лет лежит в руинах после ядерной войны. Радиация испепелила все живое...,"[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Постапокалиптический мир""
]",-884800.0
145,20173,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Оренбург,Заклятие 2.0,Что скрывает дом Уорренов?,"[
  ""Демоны"",
  ""Игры по фильмам"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Ритуалы"",
  ""Хоррор""
]",54770.0
146,19506,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Ставрополь,Цирк. Кровавое шоу,Ходит много легенд о том самом заброшенном цирке…,"[
  ""Демоны"",
  ""Клоуны"",
  ""Кошмары"",
  ""Маньяки"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Хоррор""
]",55712.0
147,4849,5,19,Прочее,Приключения Головоломки,Хабаровск,Код да Винчи,Вам предстоит решить самую большую загадку тысячелетия от самого Леонардо,"[
  ""Головоломки"",
  ""Исторические"",
  ""Лабиринты"",
  ""Леонардо да Винчи"",
  ""Приключения"",
  ""Сокровища""
]",53699.0
148,23221,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Ростов-на-Дону,Five Nights at Freddy's: Help Wanted (пер. Коблова),"Погрузитесь в мир, полный мистических аниматронов","[
  ""Виртуальная реальность""
]",-884800.0
149,11396,2,20,Хоррор,Виртуальная реальность Хоррор,Саратов,Serious Sam: the Last Hope,Постоянно давите на курок и уничтожайте бесконечный натиск нападающих наемников и диких зверей!,"[
  ""Виртуальная реальность"",
  ""Военный"",
  ""Головоломки"",
  ""Состязания"",
  ""Хоррор""
]",-884800.0
150,9434,1,11,Научная Фантастика,Научная фантастика (чистая),Владивосток,Бермудский треугольник,"В этом квесте вам предстоит добывать себе пропитание, дерево и железо, строить убежища и мастерить оружие, расследовать загадочное исчезновение ученых и в конце концов встретиться с настоящими инопланетянами","[
  ""Научная фантастика""
]",-884825.0
151,18676,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Саратов,Raw Data,"Вам предстоит проникнуть в башню Eden Corporation, украсть данные и выйти живым","[
  ""Виртуальная реальность""
]",-884800.0
152,16350,1,11,Научная Фантастика,Научная фантастика (чистая),Пенза,Космическая станция,"Вы – команда экспертов, экстренно направленная на космическую станцию. Успейте устранить неисправность, либо корабль потерпит крушение, и все члены экипажа погибнут!","[
  ""Научная фантастика""
]",-84786.0
153,23435,0,19,Мистика,Приключения Головоломки,Иркутск,Мумия,"Собери команду археологов, и мы вместе отправимся изучать эту страшную легенду","[
  ""Древние легенды"",
  ""Древний Египет"",
  ""Игры по фильмам"",
  ""Исторические"",
  ""Мистика"",
  ""Приключения"",
  ""Расследования"",
  ""Хоррор""
]",
154,17040,2,12,Хоррор,Опасные эксперименты (иногда с выживанием и хоррором),Красноярск,Душевнобольные,Поиски вашей коллеги-следователя привели в старую психиатрическую лечебницу,"[
  ""Врачи"",
  ""Психлечебницы"",
  ""Сумасшедшие"",
  ""Хоррор""
]",54397.0
155,19833,1,11,Научная Фантастика,Научная фантастика (чистая),Апатиты,Among Us,Экипаж должен спасти свой корабль от уничтожения и обезвредить предателя,"[
  ""Научная фантастика""
]",-884800.0
156,17767,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Краснодар,Payday 2,"Вас ждет ограбление банков, похищение секретной информации, угон машин и многое другое!","[
  ""Виртуальная реальность"",
  ""Ограбление""
]",-884800.0
157,22061,0,8,Мистика,Игры по фильмам (чистые),Санкт-Петербург,Уэнсдей. Тайна Невермора,Раскройте все тайны школы Невермор!,"[
  ""Игры по фильмам"",
  ""Мистика""
]",-884800.0
158,19153,2,3,Хоррор,Хоррор (чистый),Хабаровск,Логово,"В самом сердце заброшенного района старого города, где солнце редко пробивается сквозь серые облака, стоит мрачное здание...","[
  ""Маньяки"",
  ""Хоррор""
]",15712.0
159,23277,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Санкт-Петербург,И гаснет свет,"Вы были абсолютно правы, когда боялись темноты…","[
  ""Игры по фильмам"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Прятки"",
  ""Психлечебницы"",
  ""Сумасшедшие"",
  ""Триллер"",
  ""Хоррор""
]",56304.0
160,22043,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Калуга,After the Fall,Ваша цель – выжить в заброшенном Лос-Анджелесе,"[
  ""Виртуальная реальность"",
  ""Постапокалиптический мир""
]",-884800.0
161,19839,0,17,Мистика,Хоррор Триллер Выживание,Владимир,Объект 413,"Путешествуя по новым местам, группа туристов неожиданно набрела на странное место","[
  ""Выживание"",
  ""Мистика"",
  ""Триллер"",
  ""Хоррор""
]",56017.0
162,19143,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Хабаровск,Serious Sam: the Last Hope,Вам предстоит противостоять огромной армии монстров! Лишь бы патронов хватило...,"[
  ""Виртуальная реальность"",
  ""Хоррор""
]",-884800.0
163,10925,2,3,Хоррор,Хоррор (чистый),Вологда,Палата № 7,"Разоблачи секту, действующую в психиатрической клинике, и отыщи среди пациентов следы профессора","[
  ""Хоррор""
]",-84840.0
164,19039,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Саратов,Pavlov,Игра повествует о штурме дома Павлова во время Сталинградской битвы,"[
  ""Виртуальная реальность"",
  ""Игры по компьютерным играм"",
  ""Реальные события и люди""
]",-884800.0
165,11467,5,19,Прочее,Приключения Головоломки,Череповец,Тайна масонского ордена,"Почувствуйте себя героями шпионской истории, проникните в самое сердце американской истории!","[
  ""Детектив или шпионаж"",
  ""Приключения"",
  ""Расследования"",
  ""Шпионы"",
  ""Штаб-квартира""
]",51539.0
166,22696,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Набережные Челны,Наследие,"В этой квартире что-то не так. То, что нельзя увидеть, а можно только почувствовать","[
  ""Мистика"",
  ""Параллельные миры"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Хоррор""
]",53883.0
167,15721,5,10,Прочее,Детектив и Шпионаж,Москва,Честный детектив,Игроки выступают в качестве детективов,"[
  ""Детектив или шпионаж""
]",53690.0
168,5994,5,10,Прочее,Детектив и Шпионаж,Новосибирск,Фермерское агентство сыскарей,"В СНТ «Ягодки» появилась банда самогонщиков, на их поиски был отправлен полковник контрразведки Шариков, обладающий исключительным нюхом на самогон. Однако по непонятным причинам он перестал выходить на связь...","[
  ""Детектив или шпионаж"",
  ""Приключения"",
  ""Расследования""
]",54503.0
169,14502,1,11,Научная Фантастика,Научная фантастика (чистая),Самара,Подземелье,"Вы окажетесь в необычном подземелье, кишащем различными страшными существами...","[
  ""Зомби"",
  ""Научная фантастика""
]",-884800.0
170,8324,5,12,Прочее,Опасные эксперименты (иногда с выживанием и хоррором),Киров,Зона-51,"Отрезанные от остального мира, один на один с пугающей неизвестностью, вы должны выполнить свою миссию несмотря ни на что. Но вы еще не знаете, что внутри комплекса уже поджидает нечто…","[
  ""Выживание"",
  ""Наука/Ученые"",
  ""Научная фантастика"",
  ""Опасные/секретные эксперименты"",
  ""Спасение мира""
]",54921.0
171,22296,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Краснодар,Propagation,"Вы – выжившие в американском метро люди, которым необходимо дождаться спасения","[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Постапокалиптический мир"",
  ""Хоррор""
]",-884800.0
172,19685,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Симферополь,Arizona Sunshine,"Вам предстоит решать загадки и головоломки, пробиваясь сквозь орды зомби, охотящихся за вашим мозгом","[
  ""Зомби"",
  ""Постапокалиптический мир"",
  ""Хоррор""
]",-884800.0
173,15312,2,3,Хоррор,Хоррор (чистый),Оренбург,Дожить до рассвета,Жажда приключений и простого любопытства завела вас в ловушку,"[
  ""Хоррор""
]",-884800.0
174,22405,1,11,Научная Фантастика,Научная фантастика (чистая),Красноярск,Among Us,Участникам предстоит попасть на корабль космического корабля и вычислить всех предателей,"[
  ""Научная фантастика""
]",-884800.0
175,23555,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Санкт-Петербург,Serious Sam: the Last Hope,"Пройдите через тот ад, который сделал капитана Стоуна легендой!","[
  ""Виртуальная реальность"",
  ""Хоррор""
]",
176,21785,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Ярославль,Half-Life: Alyx,"Вы и ваш отец были переселены в Сити-17, где вы проводите важнейшие исследования и создаете инструменты для тех немногих, кто осмелился бросить вызов Альянсу","[
  ""Виртуальная реальность"",
  ""Научная фантастика"",
  ""Постапокалиптический мир""
]",-84800.0
177,14690,5,4,Прочее,Приключения,Зеленоград,"Кубок ""Черной жемчужины""","Вы отправитесь на поиски сокровищ вместе с веселым, но вредным пиратом!","[
  ""Приключения""
]",-884800.0
178,13145,1,11,Научная Фантастика,Научная фантастика (чистая),Краснодар,Космическая ловушка,"Вам предстоит вычислить тайных агентов, расшифровать записи черного ящика, восстановить системы станции и, возможно, воспользоваться сверхоружием","[
  ""Научная фантастика""
]",-884800.0
179,15118,5,19,Прочее,Приключения Головоломки,Челябинск,Последний герой,"Чтобы выжить и стать последними героями, участникам придется пройти 7 испытаний, заработать как можно больше тотемов, а также сохранить в своем племени всех игроков","[
  ""Головоломки"",
  ""Море"",
  ""Пираты"",
  ""Приключения"",
  ""Сокровища"",
  ""Состязания""
]",51657.0
180,20836,4,7,Фентези,Фентези с Играми по фильмам,Магнитогорск,Охота на сокровища в Хогвартсе,Теперь окунуться в мир магии и волшебства сможет любой желающий…,"[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-84800.0
181,18226,7,9,Виртуальная реальность,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Нижний Новгород,Safe Night,Мир уже несколько лет лежит в руинах после ядерной войны,"[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Постапокалиптический мир""
]",-884800.0
182,23082,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Сыктывкар,Шмутер,Будущее киберспорта уже наступило!,"[
  ""Виртуальная реальность""
]",-884800.0
183,23735,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Омск,Ghostbuster на заброшке,Сможете ли вы доказать свою правоту или станете свидетелями обратного?,"[
  ""Игры по фильмам"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Приключения"",
  ""Проклятые или заброшенные дома""
]",
184,19109,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Тольятти,Pavlov,"Мультиплеерный шутер, созданный для виртуальной реальности и выполненный в стиле знаменитой игры Counter-Strike","[
  ""Виртуальная реальность""
]",-884800.0
185,22146,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Арзамас,Resident Evil 4,События перенесут вас в глубинку на юге США,"[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Хоррор""
]",-84800.0
186,18659,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Саратов,Warpoint,Игра проходит в формате разбитого на несколько раундов матча между двумя командами,"[
  ""Виртуальная реальность""
]",-884800.0
187,21332,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Петрозаводск,Minecraft,Окажитесь внутри кубической вселенной и отправляйтесь в путешествие!,"[
  ""Виртуальная реальность""
]",-884800.0
188,20232,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Одинцово,Shmooter,Будущее киберспорта уже наступило!,"[
  ""Виртуальная реальность""
]",-884800.0
189,21144,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Тула,Zion Warstation,"Это современный аналог военно-тактических игр: пейнтбол, лазертаг","[
  ""Виртуальная реальность""
]",-884800.0
190,20587,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Новокузнецк,Among Us,"Все члены экипажа космического корабля работают вместе, выполняя задания, обеспечивающие работоспособность оборудования","[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",-884800.0
191,20939,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Пермь,Кукла Аннабель: по следам ужаса,"Отправляйтесь на поиски темных тайн, связанных с загадочной куклой Аннабель","[
  ""Демоны"",
  ""Игры по фильмам"",
  ""Куклы"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Хоррор""
]",52146.0
192,20516,0,3,Мистика,Хоррор (чистый),Ангарск,Приют,"Это произошло 10 лет назад, в день, когда мне удалось проникнуть на чердак нашего приюта","[
  ""Мистика"",
  ""Хоррор""
]",-84755.0
193,20433,0,3,Мистика,Хоррор (чистый),Хабаровск,Логово ведьмы,Сумеете ли вы выбраться за 60 минут или сваритесь в котле?,"[
  ""Мистика"",
  ""Хоррор""
]",-89095.0
194,16902,1,11,Научная Фантастика,Научная фантастика (чистая),Барнаул,Машина времени,Путешествия во времени стали реальны!,"[
  ""Научная фантастика""
]",54356.0
195,7501,5,18,Прочее,Тюрьма,Вологда,Побег из плена,"Вы – иностранный шпион, схваченный агентами КГБ. После поимки, плена и пыток вас приговаривают к смертной казни","[
  ""Тюрьма""
]",-84771.0
196,13487,2,3,Хоррор,Хоррор (чистый),Иркутск,Душевнобольные,Сбежавший больной захватил лечебницу и взял в заложники весь медперсонал,"[
  ""Хоррор""
]",-84555.0
197,22963,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Екатеринбург,Путешествие во времени,"От вашей смекалки зависит способность починить аппарат, вернуться в настоящее время и предотвратить катастрофу!","[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",51815.0
198,9969,4,7,Фентези,Фентези с Играми по фильмам,Пермь,Гарри и испытание дементора,"Весь волшебный мир находится в смертельной опасности. Один из сильнейших магов, Альбус Дамблдор, просит вас о помощи. Крестраж набирает силу, и скоро из тьмы возродится Темный лорд. Отыщите его и уничтожьте пока не поздно!","[
  ""Волшебник Гарри"",
  ""Волшебные существа"",
  ""Игры по фильмам"",
  ""Магия"",
  ""Приключения"",
  ""Фэнтези""
]",53451.0
199,19669,4,7,Фентези,Фентези с Играми по фильмам,Владимир,Гарри,"Ребятам предстоит научиться пересаживать мандрагоры, уворачиваться от дементоров, варить зелье и запоминать добрые изречения преподавателей","[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
200,181,5,12,Прочее,Опасные эксперименты (иногда с выживанием и хоррором),Санкт-Петербург,Quest Bunker,"Это секретный советский бункер, предназначенный для подготовки бойцов особых целей","[
  ""Бункер"",
  ""Военный"",
  ""Выживание"",
  ""Головоломки"",
  ""Опасные/секретные эксперименты"",
  ""СССР"",
  ""Триллер""
]",56312.0
201,11571,0,0,Мистика,Мистика (чистая),Барнаул,Заброшенный приют,Разгадай тайну заброшенного приюта,"[
  ""Мистика""
]",-84767.0
202,22709,0,0,Мистика,Мистика (чистая),Чебоксары,Охотники за привидениями,"В Додж-Сити, штат Канзас, владелец старого бара, беспокоясь о мистических явлениях, обращается за помощью к охотникам за привидениями","[
  ""Мистика""
]",-84800.0
203,7134,4,19,Фентези,Приключения Головоломки,Москва,Меч короля Артура,"Для того чтобы спасти жителей Камелота от надвигающейся тьмы, вам, отважным рыцарям Круглого стола, нужно разгадать все тайны Мерлина и отыскать Экскалибур!","[
  ""Древние легенды"",
  ""Игры по книгам"",
  ""Игры по фильмам"",
  ""Исторические"",
  ""Магия"",
  ""Приключения"",
  ""Спасение мира"",
  ""Средневековье"",
  ""Фэнтези""
]",59743.0
204,16469,1,11,Научная Фантастика,Научная фантастика (чистая),Москва,Among Us,"Игроки рандомно делятся на мирных и предателей, затем отправляются выполнять задания и зарабатывать бонусные баллы","[
  ""Научная фантастика""
]",-85000.0
205,7817,0,10,Мистика,Детектив и Шпионаж,Новосибирск,Спиритический сеанс,"Вам предстоит вызвать дух покойного лорда и пообщаться с ним, защитить родственника от клеветы и выяснить шокирующие подробности жизни своего друга, вместе с детективом допросить всех подозреваемых!","[
  ""Детектив или шпионаж"",
  ""Мистика""
]",-884825.0
206,13397,4,7,Фентези,Фентези с Играми по фильмам,Армавир,Тайна волшебной лампы,В древнем восточном городе Аграба во дворце султана случилась беда,"[
  ""Игры по фильмам"",
  ""Приключения"",
  ""Фэнтези""
]",-84792.0
207,13766,4,7,Фентези,Фентези с Играми по фильмам,Москва,Фантастические звери и орден веселого нюхлера,"Ребята делятся на команды и получают приглашение оказаться в мире, где обитают самые невероятные существа","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
208,15153,4,7,Фентези,Фентези с Играми по фильмам,Омск,Гравити Фолз,"Все начинается с того, что Диппер находит странный дневник под номером 3. В нем содержится секретная информация о таинственных и очень опасных существах","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
209,20963,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Ставрополь,Space Battle,Сражайтесь против друзей в режиме «сам за себя» или «команда на команду». И постарайтесь не вылететь в открытый космос,"[
  ""Виртуальная реальность""
]",-84800.0
210,5532,2,3,Хоррор,Хоррор (чистый),Сочи,Палата № 302,Мало что может изменить наш привычный образ жизни...,"[
  ""Хоррор""
]",54795.0
211,20237,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Череповец,Паранормальное явление,Хватит ли у вас духа продержаться до конца?,"[
  ""Демоны"",
  ""Игры по фильмам"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Триллер"",
  ""Хоррор""
]",51896.0
212,5531,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Ростов-на-Дону,Заклятие. Изгнание демона,"Вы в роли детективов. Расследуя очередное дело, вы попали в очень странное место. Кажется, оно проклято, и в нем обитает нечистая сила...","[
  ""Демоны"",
  ""Детектив или шпионаж"",
  ""Игры по фильмам"",
  ""Криминал"",
  ""Мистика"",
  ""Расследования"",
  ""Хоррор""
]",56612.0
213,23747,2,17,Хоррор,Хоррор Триллер Выживание,Воронеж,Игра в кальмара,"Единственный шанс на выживание – участие в серии игр, каждая из которых может стать вашей последней!","[
  ""Выживание"",
  ""Игры по фильмам"",
  ""Состязания"",
  ""Хоррор""
]",
214,18337,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Набережные Челны,Дом с призраками,"На окраине маленького городка есть темный лес, в глубинах которого прячется заброшенный дом. Местные жители поговаривают между собой, что в этом доме происходит что-то странное...","[
  ""Выживание"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Хоррор""
]",55251.0
215,10677,2,3,Хоррор,Хоррор (чистый),Томск,50 оттенков страха,"Задумывались ли вы, какого цвета страх? Страх – он всегда на контрасте...","[
  ""Хоррор""
]",-84780.0
216,12457,4,7,Фентези,Фентези с Играми по фильмам,Ярославль,История игрушек,"Наступает ночь, и игрушки оживают. Прислушайся, вдруг ты услышишь, как они разговаривают друг с другом, увидишь, как они улыбаются тебе…","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",42693.0
217,20972,2,17,Хоррор,Хоррор Триллер Выживание,Саратов,Поворот не туда,Готов ко встрече с каннибалами? Звони!,"[
  ""Выживание"",
  ""Игры по фильмам"",
  ""Кошмары"",
  ""Маньяки"",
  ""Монстры"",
  ""Проклятые или заброшенные дома"",
  ""Триллер"",
  ""Хоррор""
]",56816.0
218,21186,2,3,Хоррор,Хоррор (чистый),Екатеринбург,И гаснет свет,Болезнь Гюнтера – это острая реакция на солнечный свет,"[
  ""Головоломки"",
  ""Кошмары"",
  ""Хоррор""
]",55747.0
219,23248,5,13,Прочее,Нет выраженной тематики,Омск,Пол - это лава,Только самые ловкие и быстрые смогут пройти все испытания!,"[
  ""Состязания""
]",52255.0
220,16661,5,4,Прочее,Приключения,Санкт-Петербург,Пираты,"Капитан Крюк и его верная помощница Косичка проводят посвящение в пираты, чтобы всей командой отправиться на поиски клада","[
  ""Приключения""
]",-884800.0
221,21782,4,14,Фентези,Фентези (чистое),Улан-Удэ,Гравити Фолз. Версия 2.0,"Задача игроков – найти выход из лаборатории, выполнить задания и собрать все символы","[
  ""Фэнтези""
]",-84800.0
222,15919,5,13,Прочее,Нет выраженной тематики,Москва,Пять комнат,"Вы пройдете 5 комнат, в которых вам предстоит изучить 7 чувств","[
  ""Сюрреализм""
]",53154.0
223,23303,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Краснодар,Ranaway Train,Станьте шерифами и остановите ограбление поезда,"[
  ""Виртуальная реальность""
]",15700.0
224,11606,4,7,Фентези,Фентези с Играми по фильмам,Северодвинск,Алиса в Стране чудес,Окунитесь в сказочную Страну чудес вместе с Алисой!,"[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-84800.0
225,22311,7,14,Виртуальная реальность,Фентези (чистое),Краснодар,Blade and Sorcery,"Это средневековая фэнтезийная песочница, где игроки могут использовать рукопашный бой, дальний бой и магию","[
  ""Виртуальная реальность"",
  ""Фэнтези""
]",-884800.0
226,4917,6,5,Исторические,Исторические,Москва,Дело о музейном призраке,Квест в музее Отечественной войны 1812 года,"[
  ""Исторические"",
  ""Музеи""
]",-884800.0
227,21870,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Курган,Cubes,"Пере вами мир, созданный из кубиков, в котором царят свобода и веселье...","[
  ""Виртуальная реальность""
]",-884800.0
228,20894,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Хабаровск,Resident Evil,События перенесут вас в глубинку на юге США,"[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Хоррор""
]",-84800.0
229,17947,0,20,Мистика,Виртуальная реальность Хоррор,Новокузнецк,Phasmophobia,"Вы состоите в команде охотников на привидений, и вам нужно с помощью фонарика, видеокамеры, термометра и других предметов найти призрака в доме","[
  ""Виртуальная реальность"",
  ""Мистика"",
  ""Хоррор""
]",-884800.0
230,19413,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Москва,The Forest,Ваш самолет разбился где-то в загадочном лесу...,"[
  ""Виртуальная реальность"",
  ""Хоррор""
]",-884800.0
231,794,5,10,Прочее,Детектив и Шпионаж,Санкт-Петербург,Бегство через Атлантику,8 мая 1945 года. Германия подписала акт о безоговорочной капитуляции. Страны-победительницы готовятся к послевоенному разделу сфер влияния. Идет подготовка к судебному процессу над нацистскими преступниками,"[
  ""Детектив или шпионаж""
]",-884800.0
